,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
DB00366,-4.291513272216328,-1.801919066511914,1.0854506765247582,1.5180896646709494,-1.020029402371769,0.44808774958664893,0.4757405041000063,0.12670396939388312,0.33487298707843643,-0.31474818296019125,0.3728757005684043,0.0014993281510064377,0.19980104115312877,0.23625418416494565,0.044430058794608186,-0.09921005814337436,-0.1630766106642908,0.02493207891774466,-0.054295135285586826,-0.282235868156593,0.5807096979843273,0.21651156445620895,0.007372615680128746,0.19014371180805928,-0.09013909988313507,-0.1498309812305832,-0.12480100099098503,-0.14176185287455972,-0.04627466898242686,0.13157333102492513,-0.27822790777469997,0.018988839347176434,-0.09266819914589414,-0.11453091265656971,-0.02029434553674133,0.029338476019975065,0.06958619674825234,0.02271290438875291,-0.08243269022827944,0.0958300076468036,-0.09321908475308419,-0.06858558008457566,0.06858023287107146,0.0698415492103836,-0.05587871265254994,0.08444448367735388,-0.03420204212515635,0.03361719163626416,0.1433455927691179,-0.01193607367258158
DB01198,-0.8298157008812121,-0.6110111522392451,-1.9450683212348707,-0.6623953423614045,-0.17800555671548085,-0.6694383286627459,-0.6617523700670325,-0.03282147111286233,0.103761705747359,0.0964449956665648,-0.20873433120265936,-0.2350527767284664,-0.33866551162551817,-0.2926105875951007,-0.0624638994061152,0.18808200077001766,-0.3160673927556966,0.12721640814991472,0.07450538337740725,-0.08054348014220498,-0.04608789141717841,0.24350195213224077,-0.08836986776739059,0.05278119209534095,0.01437312336840189,0.012074179814338268,-0.03900368829085135,-0.17751680823574148,-0.011682712914098118,0.13556468901736823,0.06733505109246832,0.12982272926912994,0.1672999967751614,0.047602405449590116,-0.12960329303249396,-0.21273350135108515,-0.10600053126874595,-0.05602128343542516,0.11418221130378968,-0.1234117002788574,-0.290990946968427,0.0034964165156395853,-0.023929401522676943,-0.07009542384081996,-0.10059228622341218,0.1286631046234769,-0.09136683586784637,-0.0046097828265254095,0.058101778756876395,-0.044353355418940664
DB01400,-2.8352650519953415,-1.1185279422070258,1.92007965717338,-0.4636244348146698,-0.5024785224324448,0.6731080599369778,-0.30167732849077616,-0.07673828547975572,-0.003900655011655924,-0.02532486475636491,0.1958218006802769,0.23832800271530716,-0.12791556301247084,-0.17421850935745453,0.23067753397622026,-0.12940671570381923,0.036671940668265054,0.1378603607852236,0.2010113328411628,-0.27303803238456326,0.0776635800178461,-0.0687926720139399,-0.11825823712233818,0.0676630573509964,0.043309640046564395,0.03864194690357335,0.14989764745145664,-0.08281644121728393,-0.0508916406021131,0.022279035236150446,0.03023905808605413,-0.07955079331327808,0.07899549108136475,-0.0915269221678603,0.02039911991477418,-0.07296038306969867,0.14298061313110885,-0.21452116763176293,-0.055493434737697876,-0.0729762393598355,0.02826178438564801,0.12513014901969757,-0.06318033711556488,-0.14666921210958597,-0.03324462367229031,0.10134145388013563,0.02670923908711093,0.031243472978751085,0.0008762937924072685,-0.04132514223665158
DB01089,-2.470440260413284,2.2766647390898505,-0.9392021189156354,0.8467995081164753,0.4058763446771286,0.00750176125240793,0.19414754076592575,-0.07590454802387163,-0.2502273891106825,-0.09031790984458361,-0.1063324084398973,-0.1664147704295981,-0.5452872496606337,-0.13432295295351046,0.39465056409192584,-0.20737497542767383,-0.0958598495277091,-0.2242881826188931,0.06589111306354554,-0.0010213870956547431,-0.15688306924320702,-0.3914688415800229,-0.04967321760560259,0.046227607057011254,-0.37461514345144503,0.01628642853029312,0.008528384337408856,0.09781145952005314,-0.1337518022101089,0.08702805073053231,-0.06546094443567689,0.2274705880534962,0.005236081135590487,-0.29389398590254107,0.007919010610607315,-0.24847793243962077,-0.06025205121016193,-0.02817980402854487,-0.11697629920902083,-0.1388813978116478,0.17586248077506933,-0.062320837706400206,-0.13119373835773282,-0.2034266839024296,-0.03806359073301083,-0.000988027598398826,-0.026240544245857977,0.029261836601228636,0.07532083100782251,0.0896112474585026
DB01168,-3.0606004347934226,-1.4690483799670515,1.9726486052987366,-0.5415874548731399,-0.36534710383935215,0.56882301901319,-0.463137826542087,-0.5150647123789358,-0.06425584636249763,-0.20727450449256515,0.7364769498807907,0.007228259569111504,0.19823855484855724,0.026154587780929377,0.12001569322977107,0.06391155287147923,-0.07079139079238109,0.14792702075231617,0.23282701259263117,-0.2645945667699534,-0.056489431815384204,0.0035915984298937574,-0.07871257291157775,-0.17224369080233978,0.18757118494419087,0.15473867956149026,0.09626945263773015,-0.055072287863810285,0.07450698903801745,-0.07087373065391402,0.021634321963980623,0.023559107529963184,0.027141695929081656,-0.10163117002544311,0.10114083719200166,0.0013135925494612774,-0.11745187719132649,0.009163634585012825,-0.027649468754722597,-0.09684064081623771,0.027196327340711538,0.008243705074508497,-0.049370427583793425,-0.13755743951818974,0.01632666737363143,-0.11789916831215418,-0.14238114301587018,0.03087729366781982,-0.11192918601761041,-0.04447216634722982
DB00867,-3.816794413614658,-1.9286870341723252,0.9204672026579601,0.858179772976548,-0.2072311457848262,0.6295846783826562,0.6285046924785421,0.7720521567156098,-0.7611258734721948,-0.46443896545641034,0.510984491032546,0.14135270247259693,0.16684406717314643,-0.021176966672996088,-0.22746187622610253,0.014919144100869253,0.3228586383415574,-0.15999474980861816,-0.4290393148621098,-0.002602292823589908,-0.06233158641341347,0.19512202812164942,0.25056856638659264,0.08459749444036899,0.2106600039358855,0.15550099591262515,-0.19850172621981754,-0.14560158197318648,0.22364121775108237,-0.08128196076807108,-0.009099433750522141,0.3330700251188761,0.0705846530985985,-0.009774687158316545,0.18017998411014324,0.11832171605396007,-0.09645608021131959,0.2432125062678077,0.1973249068242685,0.0791449684143089,-0.06588156676018088,-0.08024635709206812,0.1412700787584726,0.00421501844036661,-0.031860611700569495,0.03819437414743641,-0.008560237562926211,-0.12070401350607339,-0.1616110592475335,0.09597739470785638
DB09020,-2.425569107753754,-2.1234366318612268,-0.09463089123787888,1.2426602295101015,0.18121494226648754,-0.18291749028304807,0.887358084785029,-0.10841586145744848,-0.14095161998838548,-0.37553749767610395,0.11194481702949112,0.10215249060568588,-0.15397965747996892,-0.10644243348710584,-0.49764358192986025,0.25634594939059957,0.18028430711997703,-0.3156107552519932,0.06630177473535924,-0.3062814749360443,0.07465386866591518,-0.05994628650909521,-0.25225794195636364,-0.014118509744064481,0.1298983379134969,-0.16421460796653295,-0.00885903482519889,-0.16535423259961085,-0.1204212993560945,0.00510970659030161,-0.10165818103690474,0.13237501886285782,0.0025771973680577057,0.02901681657628179,0.08261970571252254,-0.026218926001908272,-0.059840416464655814,-0.1237307382078949,-0.0734023265164,0.011305201625483225,-0.2171556749130379,-0.0017680631593318744,0.049530300581882764,0.06247298406550656,-0.11369173120062383,0.06349229083632243,-0.04865020645743249,-0.0689702339249133,-0.053400638599343936,-0.0604329760776071
DB00594,5.329899635295247,-1.2124603216654504,-0.025863487266972948,-0.3088493880364608,0.32764931535027675,-0.012418980850353502,-0.4580250454761085,-0.5805173096119668,0.08633619913366714,-0.2349338518824407,0.03145903761717528,-0.6738462812524139,0.3915284517537784,0.08770455920367055,-0.13753965951516967,-0.23172507487729302,-0.09166607874759178,0.14570956710154928,0.1274356367322761,0.04176949066817995,0.08976277565376842,0.10436697807374823,-0.10160226791754577,0.08263645234416225,0.06412951351285091,-0.09475559911033124,0.29876589289279154,-0.023796679172708293,-0.09441445930554698,-0.033242301383377436,-0.007852685468815833,0.29042474500865806,-0.028653777793566204,-0.07277180553957885,0.06741461323959569,0.009204817529525918,-0.05007592076369306,0.1514484232055001,-0.029367958378305227,0.04903606355914675,0.037867390578763795,0.11147197041868319,-0.027192336200711514,-0.0034083748057269787,0.05015303827699821,-0.0008176970636636638,-0.2434906111249046,-0.04785569005283079,-0.015067546430825387,-0.05831183620529305
DB09063,-3.132583540743882,1.1237020770432669,-0.3327523395278756,1.3603553102912527,-0.026151992855164514,-0.3243635892107886,-0.3010197280668923,-0.1923658379669777,-0.022417565434571903,0.0042567474478710544,-0.12766671795416834,-0.7378576617523822,-0.1399522714087394,0.1774936036655971,0.23153043688656036,0.02450066084035975,-0.03738966872467603,-0.07121509550564711,-0.07332863190280135,0.2158867897587901,-0.28545787925046345,-0.07185243687430717,-0.2528912487201,0.10271220763009695,-0.11821612648799507,0.0301561186791788,-0.16986352996319565,-0.05739714046635979,0.10506511692025187,-0.011719340340985658,-0.0943698625799035,-0.07734628615649455,0.05449243451049863,-0.014894685895681789,-0.08214583324220076,0.03718012850027683,-0.030791940660527525,-0.005630474509011409,0.11315510011308069,-0.10592457889184868,0.004277839447795289,-0.01892573657391059,0.05546360508963064,-0.04666703307470579,-0.06859777789696403,-0.06041829060783576,0.064862417656809,-0.027642147700010788,0.0505401421588917,-0.03752743300439181
DB08913,9.846091600443229,0.055319259108609034,-0.6079563689951375,1.2377626282843346,-1.172054292766517,0.3836150624872447,-0.12828706914090562,-0.1544532735185034,-0.27520570565568,-0.1640085228060812,0.10558925532295946,0.19408545864240423,0.1294532904313062,-0.12988316899918353,-0.29547962139625283,-0.10616532227201372,-0.25494606879472614,0.013433570355025383,0.04053770302108214,0.16618631257862376,-0.2727705009498654,-0.10728254532408905,-0.011092404044399734,-0.13948441255780406,-0.019526628470425217,-0.058879981594782214,-0.0013106185914625729,0.11056939569251147,-0.03610262423203808,0.08322764534573926,-0.049219388826245755,-0.02172399783825407,0.05136925398692341,-0.09379499453931703,-0.11853753297118537,0.06014161593862667,-0.02149960753994714,-0.017590321850142594,0.06896983199992437,0.03760043632135144,-0.026960523963988618,-0.004156802760216726,0.07351703591775144,-0.08935779311006763,0.007614161310289666,0.07887016368125756,0.00446583382116833,0.04829604680706162,-0.01684809188185414,-0.03962869886001596
DB09068,-3.4230939729162024,-1.0063841880116773,-1.8855940834834497,0.36199943869248685,-0.8294130121614132,-0.5656715432690399,-0.06000850020585932,0.2903595735148759,0.13040195740599056,0.36437038895159196,0.22198537525026807,0.048439519615165114,-0.10153602643205575,-0.08459132912791668,-0.018328120234811902,0.16089400802391385,-0.2244891044286008,0.06997828419519796,-0.12450060894606445,-0.016685255481204374,0.033093649995275434,0.031115022624253294,0.2669924470783868,-0.04634517023180551,0.14325392516525268,0.029652018276708353,-0.15590504657265655,-0.0002108611933437539,0.06776069283435751,0.08133187832963891,0.06304929795394099,0.18870060619894827,0.04523883647715925,0.2726213318325963,0.02979156575618473,-0.3044497395178617,-0.06181858274112336,0.017565332559362015,0.11731276576074219,-0.12305707363631614,0.10507987920284101,-0.017151812069932108,0.08247591168364185,0.020835063958389133,-0.005732494607424574,0.008404497843565659,0.01338851211342466,0.050241917247446706,-0.047050255195519745,-0.11877189180814088
DB00712,-2.2188946578028244,-3.5655635861713946,-0.45920563899148575,0.46231764575524875,0.699915187594149,0.10999474344674735,0.9774406006030399,-0.011008214037256641,0.39629912547712515,0.36522499070261794,-0.1726786375423928,0.48242839276685867,0.19289156411027608,-0.12920495805092982,-0.10944304321523941,0.16515148456158477,-0.18025896077058096,-0.09914042691953434,0.039308099649380396,-0.2787421536921671,-0.17423124063323395,0.09725512519770474,0.14019703239346906,-0.16467229235692954,-0.28386262616009483,0.18701078129941265,-0.13855668174219007,0.06424455822393157,0.05373991017124402,0.014414497230520778,0.08922960638927863,-0.03909203459594766,-0.12703047069911053,0.12688371291240005,-0.10052502459046084,0.16299192417065925,0.09274744030608763,0.09940336169628992,0.05714938035164259,0.004569765165107018,0.09659634841962302,0.028511843059293246,-0.08828731471966648,-0.04872200046790716,-0.1349327709958963,-0.006699445348013547,-0.15342242781115795,-0.002427501411507507,0.0047022521812384865,0.01706757523947501
DB05676,-2.933022810431596,-0.4718179868173814,1.1023375713124244,1.2308316766636263,-0.1447688554331561,0.12803693990421997,0.05484866312267528,0.0037916965765862477,-0.4005609589161546,-0.3451644627154042,-0.44110031374333025,0.058197552800378596,-0.36704581409548226,-0.14646103597619808,0.19644615633783122,-0.0760683659518078,0.18704737236204186,-0.15051477850578682,-0.13166095231742564,0.10744603800430849,-0.06324181667269639,-0.10360346150034794,0.026473277470247535,0.007497138364540579,-0.17295898374404867,0.09684827892742788,-0.29864860803696963,0.15219473161121638,-0.1942471184220484,-0.10024990744859118,-0.022870555795286837,0.12554968950792927,-0.09290792526970659,0.19613390241735496,-0.05625562875413831,0.030285411120163856,0.03444349931730949,-0.09525476032821822,-0.06456640600554361,-0.04371021108390838,0.08958908409158026,0.03586392651374528,-0.042219487333609904,-0.10864911104987546,-0.058251080218383225,0.01995528732360808,-0.03816727434208709,-0.11169591549153977,0.030343924797111003,-0.03649647753298941
DB01017,-2.3964784564827157,1.2033382870127516,-0.19249476984640781,-0.41009868993626425,0.13874987722439622,-0.16334871990885758,-0.09110196551012748,-0.018152279613628884,-0.7286187129484524,-0.6628840108863489,-0.28982376209622107,-0.09980724755930319,0.0822874772407668,-0.15155866457618905,0.2041205124045654,-0.20181115892315354,0.3459546805171607,0.34914269871673503,-0.28834177491581886,0.18813502027223744,0.005794891055485807,-0.1614873780506668,0.19295390046493344,-0.2524914899567854,0.15310652512611314,-0.02319149992414677,0.17524962280449674,-0.171503176561043,0.2875563697321232,-0.23796169622931326,-0.45936611103364194,-0.01506920519178565,0.03475602024264193,-0.13502091136958308,0.03962986335336838,0.12049443823583329,0.20894179737646715,0.17228893619686875,0.24058591784491115,-0.23612245184363453,-0.13892560541730978,0.2537555449332514,-0.15123237117221291,-0.1795512847500183,0.07596039406767924,0.2948580227503275,0.030671164340538706,0.1798562691853964,0.283728435426741,-0.18397063903667776
DB01380,-1.4596212088416898,3.8316018975014434,-0.875045047199449,-1.6025588159445865,0.1654166545797501,0.8595354881934691,0.7384126483632201,-0.7500414906366025,0.4322517699065591,-0.4455662116757337,-0.25904286714686614,0.247926207749943,-0.1452181150275918,0.06026133818226072,-0.2819848687641971,-0.028613772394408724,0.18380805685137433,0.04925941547300956,-0.01918617951957671,0.1426599838761892,0.09303353178762853,0.052040210209385165,-0.004912101299010655,0.08210219187431694,0.03305533742376254,-0.02680070283775248,0.02767303597810932,0.20995566029486495,0.010039890958842569,-0.07099147434383642,-0.1161597858951723,0.032237154533590606,0.16040782120039795,0.031804572954337515,0.07523278673570508,-0.1444538065097487,0.02395654818809278,-0.0162452527297569,0.07679592733105477,-0.037479287084835236,-0.043178743948260136,0.007497876934226204,-0.1481816916319563,-0.03596653025990448,-0.06471565392256029,0.026143885987110538,-0.08404433091500897,-0.10753684632724678,-0.02538547955245147,-0.046471730525398665
DB13337,-3.7701694607956324,-0.7232564028450001,0.28071562340772493,-0.8885442020548275,0.10702179196449862,-0.4911809227374656,-0.42519273016681075,-0.6132827060932182,-0.5475344609236377,-0.2737710059434265,0.13143901664047153,1.165559152856632,0.02073449574711287,0.08704840493089333,0.05388842966564934,-0.15661174709421852,-0.11823654557982438,-0.14944314230097044,-0.3654342085238912,0.29995884527003597,0.17943484763365514,-0.2956814455320802,-0.16575228603923128,0.37053883422276906,0.026224338147735008,0.3329386245406856,0.06106285290014519,0.08865329894060865,-0.2109518610207337,-0.26581235316257273,-0.012099127583124113,-0.18351178907826599,-0.17726331266520653,-0.1786000422336271,-0.05161035224449546,-0.17238575637729964,-0.2106406572902285,-0.3815292586832077,0.06959442807941446,0.16102858261580466,-0.1416401661735539,0.3412827922219054,0.4211563527438464,0.23557094519312974,-0.08261290024572873,-0.03996849687535567,-0.05924342121254507,0.047695657430013146,0.03857255164464018,0.010765508063070278
DB00264,-3.438364134622292,0.13638997960361204,2.6831633008380424,0.46406710118662275,-0.4766787719354749,0.9828566454332573,-0.4856803356856959,0.4463420503089575,-0.8199215311238819,0.11440196725981486,0.09782873832570434,-0.15804817344631755,0.013379268150869348,0.21173282431033028,0.03191971233717288,-0.047277168005508075,0.09154074995976479,-0.13823675333572116,-0.030953109076284912,0.2742849830453034,0.019553538768076306,0.18630456182281202,-0.1352430716336313,-0.07565644453328736,-0.04623827101410777,0.2967973250758093,-0.17194854454456168,0.3094149631786941,-0.18805426872396264,0.06006164884044297,0.2512456634505409,0.1539304783783259,-0.20188524372265146,0.22483943181547816,0.017809308483852808,0.012619633016966265,-0.13188110325736663,0.03843441804510425,0.10624396353816859,0.1982363028295366,-0.053061046076133205,-0.08888451617582192,0.032789647414548956,-0.011823402200681876,-0.028845410379309256,0.08924634807429035,0.09190597762179195,-0.1797550101980377,0.05222849346498173,0.040845608401382454
DB00986,-3.4869876937400366,1.6771780325621626,-1.5458850801148145,-1.0316708429490364,-0.004465673254784157,0.5340945422367879,0.4854764441054295,-0.19157291095281226,-0.3397593794548406,0.6139001306835878,0.4593443991873307,0.13180191534719576,0.14079213996387316,0.18442872875988436,-0.07276107846876446,0.3358374777747075,-0.24145865544645242,-0.1633542623387412,0.16371184700301264,0.15311500452401275,0.11925478895089259,0.12204469231809247,-0.061765195693566616,-0.09212888812210415,-0.23787218097512675,0.012910526654370022,-0.053647018211537105,0.039499923346385364,-0.27205094674882335,-0.1639999344177886,-0.01775865655090088,-0.01674745452826442,-0.08290406425802392,-0.09095996392351163,0.0015964037786141416,0.2705619256280075,0.10675573055188523,-0.010200746542833716,-0.09256577182490383,-0.06341147324675231,0.10646473044295635,0.008302994293030143,-0.06145592608284311,-0.08958571986316526,0.1362566213467196,0.06303678004152855,0.03806681409359029,-0.10760458713427863,0.0839244510528215,-0.09585437846463252
